OBJECTID,SWID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,REG_ID,STATUSDATE,OWNER,CLOSE_DATE,PERMIT_NO,ARC,ID_COUNTY,ID_TRACT_00,ID_TRACT_10,ID_TRACT_20,ID_BLKGRP_00,ID_BLKGRP_10,ID_BLKGRP_20
6679,130010,BALDWIN CO-ATTAWAY TRANSFER STATION,150 DUNDEE DRIVE,MILLEDGEVILLE,GA,31061,NOT AVAILABLE,(904) 737-7900,TRANSFER,OPEN,BALDWIN,13009,USA,33.1187811507295,-83.2082733707194,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ATTAWAY RECYCLING LLC,NOT AVAILABLE,PBR-005-28TS,not ARC,13009,NA,NA,NA,NA,NA,NA
6680,130011,BALDWIN COUNTY BOARD OF COMMISSIONERS TS #1,115 THOMAS FIELD RD,MILLEDGEVILLE,GA,31061,NOT AVAILABLE,(904) 737-7900,TRANSFER,OPEN,BALDWIN,13009,USA,33.0388721394377,-83.2317099388625,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,BALDWIN COUNTY BOARD OF COMMISSIONERS,NOT AVAILABLE,PBR-005-13TS,not ARC,13009,NA,NA,NA,NA,NA,NA
6681,130012,BALDWIN COUNTY BOARD OF COMMISSIONERS,SOUTH SIDE OF MERIWETHER RD 1/2 MILE FROM SR 441,MILLEDGEVILLE,GA,31061,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,BALDWIN,13009,USA,33.1581951858592,-83.3100084649187,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,PBR-005-16TS,not ARC,13009,NA,NA,NA,NA,NA,NA
6682,130013,CLARKE CO - LET US COMPOST TRANSFER STATION,340 KING AVE,ATHENS,GA,30606,NOT AVAILABLE,(770) 944-4963,TRANSFER,OPEN,CLARKE,13059,USA,33.9568194238773,-83.3980055299312,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,KRISTEN BASKIN,NOT AVAILABLE,PBR-029-58TS,not ARC,13059,NA,NA,NA,NA,NA,NA
6683,130014,FITZGERALD-BEN HILL CO REGIONAL SOLID WASTE MANAGEMENT AUTHORITY-TRANSFER STATION,544 CAMP BROOKLYN ROAD,FITZGERALD,GA,31750,NOT AVAILABLE,(229) 241-8440,TRANSFER,OPEN,BEN HILL,13017,USA,31.7477153456867,-83.1960924807833,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,FITZGERALD BEN HILL LANDFILL,NOT AVAILABLE,PBR-009-10TS,not ARC,13017,NA,NA,NA,NA,NA,NA
6684,130015,"SOUTHERN REFUSE SERVICES, INC. TRANSFER STATION",327 LAMAR DRIVE,FOREST PARK,GA,30297,NOT AVAILABLE,(404) 766-0818,TRANSFER,OPEN,CLAYTON,13063,USA,33.6080002676982,-84.3696154049269,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"WASTE MANAGEMENT, INC.",NOT AVAILABLE,PBR-031-93TS,not ARC,13063,NA,NA,NA,NA,NA,NA
6685,130016,TRANS WASTE SERVICES TRANSFER STATION,KIOKEE CHURCH ROAD,FITZGERALD,GA,31750,NOT AVAILABLE,(229) 426-5075,TRANSFER,OPEN,BEN HILL,13017,USA,31.7433160771753,-83.2286743969058,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,KEN MCCRARY,NOT AVAILABLE,PBR-009-03TS,not ARC,13017,NA,NA,NA,NA,NA,NA
6686,130017,REST EZ COUNTRY WASTE PICK-UP,520 COUNTRY FARM ROAD,"NASHVILLE",GA,31639,NOT AVAILABLE,(229) 455-2300,TRANSFER,OPEN,BERRIEN,13019,USA,31.1918707427407,-83.2701071321384,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,BRENDA KAYE ASHLEY,NOT AVAILABLE,PBR-010-11TS,not ARC,13019,NA,NA,NA,NA,NA,NA
6687,130018,"STAT MEDICAL, INC. TRANSFER STATION","4851 GA HIGHWAY 85,UNIT 212",FOREST PARK,GA,30297,NOT AVAILABLE,(404) 361-0556,TRANSFER,OPEN,CLAYTON,13063,USA,33.6236506809342,-84.4044033265523,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"STAT MEDICAL, INC.",NOT AVAILABLE,PBR-031-74TS,not ARC,13063,NA,NA,NA,NA,NA,NA
6688,130019,"WASTE RESEARCH AND RECOVERY OF MACON, INC. TRANSFER",121 & 131 TUFT SPRINGS ROAD,MACON,GA,31201,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,BIBB,13021,USA,32.8071181692682,-83.6349566750105,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,R. BEAR SMITH,NOT AVAILABLE,PBR-011-25TS,not ARC,13021,NA,NA,NA,NA,NA,NA
6689,130020,BROOKS COUNTY,400 E. COURTLAND AVENUE,QUITMAN,GA,31643,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,BROOKS,13027,USA,30.7872633997861,-83.5361576406626,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,UNVERIFIED,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,HILMAN WALDEN,NOT AVAILABLE,PBR-014-02TS,not ARC,13027,NA,NA,NA,NA,NA,NA
6690,130021,ACWORTH TRANSFER STATION [I HAUL INC.],5497 NORTH MAIN STREET,ACWORTH,GA,30101,NOT AVAILABLE,(404) 419-9170,TRANSFER,OPEN,COBB,13067,USA,34.0780559443264,-84.6929107744127,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TITAN ENTERPRISES LLC,NOT AVAILABLE,PBR-033-82TS,not ARC,13067,NA,NA,NA,NA,NA,NA
6691,130022,"DIXIE WASTE SERVICES, INC.",1339 OWENBY DRIVE,MARIETTA,GA,30062,NOT AVAILABLE,(404) 456-3665,TRANSFER,OPEN,COBB,13067,USA,33.9834733220362,-84.5303288069289,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ROBIN D. RAY,NOT AVAILABLE,PBR-033-24TS,not ARC,13067,NA,NA,NA,NA,NA,NA
6692,130023,CITY OF STATESBORO BELCHER BRANCH TS,50 EAST MAIN STREET,STATESBORO,GA,30458,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,BULLOCH,13031,USA,32.455320892845,-81.7344623052911,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CITY OF STATESBORO,NOT AVAILABLE,PBR-016-06TS,not ARC,13031,NA,NA,NA,NA,NA,NA
6693,130024,"DRAKE DISPOSAL SERVICES, INC. TRANSFER STATION",US 301 AND AKINS-ANDERSON ROAD,REGISTER,GA,30452,NOT AVAILABLE,(912) 764-5279,TRANSFER,OPEN,BULLOCH,13031,USA,32.3272988490627,-81.8772442608139,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,PBR-016-05TS,not ARC,13031,NA,NA,NA,NA,NA,NA
6694,130025,"SUNBELT MEDICAL SERVICES,INC. TRANSFER STATION",639 VESTAL ROAD,SARDIS,GA,30456,NOT AVAILABLE,(706) 554-3124,TRANSFER,OPEN,BURKE,13033,USA,32.9745459951017,-81.7551228362499,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"SUNBELT MEDICAL SERVICES, INC.",NOT AVAILABLE,PBR-017-03TS,not ARC,13033,NA,NA,NA,NA,NA,NA
6695,130026,"BROWNING FERRIS IND. OF SOUTH ATLANTIC,INC. TRANSFER STATION",683 COMMERCE COURT,EVANS,GA,30809,NOT AVAILABLE,(770) 252-3748,TRANSFER,OPEN,COLUMBIA,13073,USA,33.5486483329543,-82.1217919774178,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,BROWNING FERRIS INDUSTRIES,NOT AVAILABLE,PBR-036-11TS,not ARC,13073,NA,NA,NA,NA,NA,NA
6696,130027,BURKE COUNTY,804 CLARKS PLACE ROAD,WAYNESBORO,GA,30830,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,BURKE,13033,USA,33.082797234205,-81.9677363185762,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,BURKE COUNTY BOARD OF COMMISSIONERS,NOT AVAILABLE,PBR-017-05TS,not ARC,13033,NA,NA,NA,NA,NA,NA
6697,130028,CATOOSA COUNTY TRANSFER STATION,755 SHOPE RIDGE ROAD,RINGGOLD,GA,30736,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,CATOOSA,13047,USA,34.8843601291167,-85.1672173898706,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"SANTEK ENVIROMENTAL OF GEORGIA, INC",NOT AVAILABLE,PBR-023-14TS,in ARC,13047,13047030300,13047030303,13047030303,130470303004,130470303031,130470303031
6698,130029,ADVANCED DISPOSAL SERVICE,120 RODEO DRIVE,JACKSON,GA,30233,NOT AVAILABLE,(912) 882-2900,TRANSFER,OPEN,BUTTS,13035,USA,33.2857395394482,-83.929032743866,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,PBR-018-08TS,not ARC,13035,NA,NA,NA,NA,NA,NA
6699,130030,"CFM ENVIRONMENTAL SERVICES, INC",1235 CONSTITUTION ROAD,ATLANTA,GA,30316,NOT AVAILABLE,(888) 454-1857,TRANSFER,OPEN,DEKALB,13089,USA,33.6882302326392,-84.3398609393308,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,RAYMOND L. MARTIN,NOT AVAILABLE,PBR-044-150TS,not ARC,13089,NA,NA,NA,NA,NA,NA
6700,130031,SOUTHEASTERN RESEARCH & RECOVERY / ENVIRONMENT USA,1235 CONSTITUTION ROAD,ATLANTA,GA,30316,NOT AVAILABLE,(803) 943-5176,TRANSFER,OPEN,DEKALB,13089,USA,33.6855878410061,-84.323583045721,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,UNVERIFIED,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SOUTHEASTERN RESEARCH & RECOVERY/ENVIRONMENT USA,NOT AVAILABLE,PBR-044-156TS,not ARC,13089,NA,NA,NA,NA,NA,NA
6701,130032,CARROLL CO-SOUTHEASTERN WASTE & RECYCLING TRANSFER STATION,110 H.D. (DORRIS) WILLIAMS INDUSTSRIAL DRIVE,VILLA RICA,GA,30180,NOT AVAILABLE,(770) 577-5555,TRANSFER,OPEN,CARROLL,13045,USA,33.7498438319274,-84.9391152769484,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"SOUTHEASTERN WASTE & RECYCLING, LLC",NOT AVAILABLE,PBR-022-17TS,in ARC,13045,13045990102,13045910104,13045910106,130459901022,130459101041,130459101061
6702,130033,"CDS TRANSPORT COMPANY, INC. TRANSFER STATION",HWY 121 AND STOKESVILLE ROAD,FOLKSTON,GA,31562,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,CHARLTON,13049,USA,30.8120521786652,-82.0184653188194,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,RAY WRENN,NOT AVAILABLE,PBR-024-04TS,not ARC,13049,NA,NA,NA,NA,NA,NA
6703,130034,DORAVILLE TRANSFER STATION,2784 WOODWIN ROAD,DORAVILLE,GA,30360,NOT AVAILABLE,(404) 932-8770,TRANSFER,OPEN,DEKALB,13089,USA,33.9179179321669,-84.2748505781916,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CHARLEY (RIP) THOMSON,NOT AVAILABLE,PBR-044-146TS,not ARC,13089,NA,NA,NA,NA,NA,NA
6704,130035,"SAFETY DISPOSAL SYSTEMS OF GEORGIA, INC.",6043 OGEECHEE ROAD,SAVANNAH,GA,31419,NOT AVAILABLE,(804) 732-3204,TRANSFER,OPEN,CHATHAM,13051,USA,31.9915872073838,-81.246947725557,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,UNVERIFIED,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"SAFETY DISPOSAL SYSTEMS OF GA, INC.",NOT AVAILABLE,PBR-025-26TS,not ARC,13051,NA,NA,NA,NA,NA,NA
6705,130036,ADS - LITHONIA C&D TRANSFER STATION [MADDOX ROAD TRANSFER],7040 MADDOX ROAD,LITHONIA,GA,30058,NOT AVAILABLE,(803) 943-5176,TRANSFER,OPEN,DEKALB,13089,USA,33.7383384398672,-84.1009853925618,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ADVANCED DISPOSAL SERVICES LITHONIA TRANSFESR STTION LLC,NOT AVAILABLE,PBR-044-144TS,not ARC,13089,NA,NA,NA,NA,NA,NA
6706,130037,"SAFETY DISPOSAL SYSTEMS OF GEORGIA, INC.",5940 PEACHTREE ROAD,ATLANTA,GA,30341,NOT AVAILABLE,(804) 424-7710,TRANSFER,OPEN,DEKALB,13089,USA,33.9014536837406,-84.272870521957,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,UNVERIFIED,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SAFETY DISPOSAL SYSTEMS OF GA,NOT AVAILABLE,PBR-044-034TS,not ARC,13089,NA,NA,NA,NA,NA,NA
6707,130038,ATLANTIC WOOD WASTE TRANSFER FACILITY,202 OXNARD DRIVE,PORT WENTWORTH,GA,31407,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,CHATHAM,13051,USA,32.1436250015926,-81.1515242569388,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"ATLANTIC WOOD INDUSTRIES, INC",NOT AVAILABLE,PBR-025-46TS,not ARC,13051,NA,NA,NA,NA,NA,NA
6708,130039,"INCENDRERE, INC. TRANSFER STATION",5075 MINOLA DRIVE,LITHONIA,GA,30038,NOT AVAILABLE,(770) 441-3037,TRANSFER,OPEN,DEKALB,13089,USA,33.7001307175586,-84.1817967772994,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"ROBERT L. EARL, JR.",NOT AVAILABLE,PBR-044-087TS,not ARC,13089,NA,NA,NA,NA,NA,NA
6709,130040,ARROW TRANSFER STATION,4039 BONSAL ROAD,CONLEY,GA,30288,NOT AVAILABLE,(770) 593-9434 EXT 13,TRANSFER,OPEN,DEKALB,13089,USA,33.6628582299234,-84.3287210983,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CHARLES THOMSON,NOT AVAILABLE,PBR-044-161TS,not ARC,13089,NA,NA,NA,NA,NA,NA
6710,130041,CHATTOOGA COUNTY TRANSFER STATION,118 STOCKADE ROAD,SUMMERVILLE,GA,30747,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,CHATTOOGA,13055,USA,34.4901299373468,-85.3366788346605,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,PBR-027-04TS,in ARC,13055,13055980500,13055010500,13055010502,130559805002,130550105005,130550105024
6711,130042,WHITE'S WASTE TRANSFER,105 STOLEMAN ROAD,TRION,GA,30753,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,CHATTOOGA,13055,USA,34.5771242061173,-85.2884013494427,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WHITE'S SANITATION SERVICE,NOT AVAILABLE,PBR-027-06TS,in ARC,13055,13055980200,13055010200,13055010202,130559802001,130550102004,130550102021
6712,130043,HALL-ING REFUSE COMPANY,1515 PECAN LANE,ALBANY,GA,31705,NOT AVAILABLE,(229) 733-8884,TRANSFER,OPEN,DOUGHERTY,13095,USA,31.5408207241971,-84.0952486855783,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ALLIED WASTE INDUSTRIES,NOT AVAILABLE,PBR-047-24TS,not ARC,13095,NA,NA,NA,NA,NA,NA
6713,130044,EAST COAST TERMINAL COMPANY,1 HARBOR STREET,SAVANNAH,GA,31401,NOT AVAILABLE,(912) 965-0300,TRANSFER,OPEN,CHATHAM,13051,USA,32.0774283924064,-81.0673222068543,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"MR. FRANK PEEPLES, JR.",NOT AVAILABLE,PBR-025-41TS,not ARC,13051,NA,NA,NA,NA,NA,NA
6714,130045,"SOUTHERN REFUSE SERVICES, INC",GRANGE ROAD,PORT WENTWORTH,GA,31408,NOT AVAILABLE,(912) 964-1234,TRANSFER,OPEN,CHATHAM,13051,USA,32.1321026204396,-81.1567885356624,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,UNVERIFIED,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"SOUTHERN REFUSE SERVICES, INC",NOT AVAILABLE,PBR-025-38TS,not ARC,13051,NA,NA,NA,NA,NA,NA
6715,130046,CHATHAM CO-CHATHAM CO TRANSFER STATION (SAVANNAH REGINAL INDUSTRISAL LANDFILL),PO BOX 4144/84 CLIFTON ROAD,PORT WENTWORTH,GA,31407,NOT AVAILABLE,(912) 232-8332,TRANSFER,OPEN,CHATHAM,13051,USA,32.1430094813026,-81.1781538805971,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,REPUBLIC SERVICES OF GEORGIA LIMITED PARTNERSHIP,NOT AVAILABLE,PBR-025-49TS,not ARC,13051,NA,NA,NA,NA,NA,NA
6716,130047,WESTSIDE TRANSFER STATION,7930 WEST BANKHEAD HIGHWAY,DOUGLASVILLE,GA,30134,NOT AVAILABLE,(912) 739-7122,TRANSFER,OPEN,DOUGLAS,13097,USA,33.7388538350365,-84.7845258425935,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"WASTE INDUSTRIES USA, INC.",NOT AVAILABLE,PBR-048-29TS,in ARC,13097,13097080401,13097080403,13097080403,130970804011,130970804032,130970804031
6717,130048,ATHENS HULL ROAD TRANSFER STATION,400 OLD HULL ROAD,ATHENS,GA,30601,1568,(404) 805-0113,TRANSFER,OPEN,CLARKE,13059,USA,33.9834726025786,-83.3420242542159,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,LEWIS COOPER,NOT AVAILABLE,PBR-029-45TS,not ARC,13059,NA,NA,NA,NA,NA,NA
6718,130049,CLARKE CO - ATHENS TRANSFER STATION,MAXEY BOULEVARD,ATHENS,GA,30607,NOT AVAILABLE,(770) 944-4963,TRANSFER,OPEN,CLARKE,13059,USA,33.9728485461235,-83.3708518371425,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,UNVERIFIED,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"REPUBLIC OF GEORGIA, LIMITED PARTNERSHIP",NOT AVAILABLE,PBR-029-46TS,not ARC,13059,NA,NA,NA,NA,NA,NA
6719,130050,CLARKE CO - ATHENS PARADISE BLVD TRANSFER STATION (REPUBLIC SERVICES OF GA LLP),PARADISE BLVD,ATHENS,GA,30607,NOT AVAILABLE,(770) 593-9434,TRANSFER,OPEN,CLARKE,13059,USA,33.9760252429706,-83.379000275842,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,UNVERIFIED,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"REPUBLIC SERVICES OF GEORGIA, LIMITED PARTNERSHIP",NOT AVAILABLE,PBR-029-46-A-TS,not ARC,13059,NA,NA,NA,NA,NA,NA
